inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
N/A,2200000.0,0.0,N/A,Bogotá,1,1,37.0,"Apartaestudio En Arriendo En Samper, Bogotá Descubre este moderno apartaestudio ubicado en un edificio sobre vía principal. Con 1 habitación, 1 baño y cocina integral tipo americano, ofrece un ambiente acogedor y funcional. Disfruta de su balcón con vista exterior y la iluminación natural que lo inunda. Además, cuenta con acceso para discapacitados, ascensor, gimnasio, vigilancia privada 24/7 y zonas comunes como salón de juegos y terrazas. Ideal para estrenar y disfrutar de una vida cómoda y segura. ¡No pierdas la oportunidad de vivir en este lugar único!. Para estrenar con administración incluida."
N/A,4200000.0,0.0,N/A,Bogotá,1,2,55.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Arriendo Apartaestudio amablado en exclusivo sector en el centro de la ciudad, ubicacion privilegiada en zona residencial y comercial del centro Ideal para estudiantes, profesionales o personas que buscan vivir en un lugar estrategico, tranquilo y bien conectado. Caracteristicas del inmueble: Apartaestudio comodo y funcional excelente iluminacion natural, espacios bien distribuidos, Ideal para una persona o pareja a pocos pasos del Museo Nacional, Plaza de Toros y Parque Nacional, cerca de centros comerciales como San Martin. proximo a universidades, hospitales y entidades gubernamentales Vias de acceso como, Carrera 7, avenida El Dorado, avenida Caracas, avenida Circunvalar Amplias rutas de transporte publico Contactanos para mas informacion o para agendar una visita. Excelente oportunidad de vivir en el corazon de la ciudad!"
N/A,22000000.0,760000.0,N/A,Bogotá,4,3,400.0,"Casa En Arriendo En Santa Ana Centro Comercial Boutique, Bogotá casa de estilo californiano, cuenta 810 mts de Lote,400 metros construidos, casa en un solo nivel, sala, comedor, family room, estudio,jardin,4 habitaciones dos con baños privado, una habitación con altillo, habitación principal con walking closet Jacuzzi, Cuarto y baño de servicio y altillo, deposito, garajes para 2 carros externos y dos internos, hermosos jardines exteriores, Garita para un celador permanente.127-3735 ***"
N/A,2000000.0,200000.0,N/A,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Las Aguas, Bogotá Apto, cómodo, tranquilo y seguro. Torre Ventto Lofts se encuentra en Bogotá, piso 15, cerca de la biblioteca Luis Ángel Arango, el Chorro de Quevedo y la plaza Bolívar, WiFi gratuita, Dos Televisores pantalla Plana de 42 Pulgadas. Todos los alojamientos disponen de terraza con vistas a la ciudad,,agua caliente, cocina bien equipada. Cerca del apto hay varios lugares de interés, como el Museo del Oro, la plaza del Rosario a 20 Min del Aeropuerto. El alojamiento El Apartaestudió y su mobiliario esta totalmente para estrenar,equipado, agua caliente,Wifii,Dos Tv Pantalla plana de 42 Pulgadas, para dos ambientes sala y habitación. Cocina full equipada con Menaje para preparación de alimentos, Vista desde piso 1821. Cuenta con ,Mesa de comedor 4 puestos, barra bar, cocina integral, mueble de madera divisorio, el edificio no cuenta con gas natural, sofa cama, calentador electrico, wifi y television claro, no tiene parqueadero, se dan los espacios cuando llegan al edificio. ( Se cancela tarifa), no lavadora, pero en el edificio tiene zona de lavanderia en cada torre, el edificio cuanta con zonas verdes, BBQ, salones de estudio y salones de conferencia."
N/A,2012100.0,277900.0,N/A,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Lindo apartamento amoblado en el mejor sector del centro de la ciudad, cerca a universidades, colegios, centros comerciales, supermercados, tiendas de ropa, zona comercial y residencial. Cerca al centro histórico, plaza de Bolívar, cra séptima peatonal, diferentes vías de acceso, transporte publico. Este bonito apartamento cuenta con 34 metros cuadrados, 1 alcoba, división sin puerta, 1 baño, cocina abierta tipo americano, sala/comedor, balcón, ventanal de piso a techo, pisos en porcelana. Seguridad 24 horas, lobby, 4 ascensores. Conoce tu nuevo hogar y agenda tu visita al teléfono ***o al ***."
N/A,1850000.0,250000.0,N/A,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Arriendo apartaestudio AMOBLADO - Barrio Las Nieves (Piso 14) Moderno con vista exterior al occidente. Totalmente equipado: cama doble, TV de última generación, escritorio, cocina dotada y cerradura electrónica. El edificio cuenta con: Gimnasio, salón de juegos y arte. Coworking y meeting lounge. Lavandería comunal y vigilancia 24/7. Parqueaderos comunales. Ubicación TOP: Cerca a Estación Las Aguas, Av. 19 y Colombo Americano."
N/A,1200000.0,0.0,N/A,Bogotá,1,1,35.0,"Apartaestudio En Arriendo En Santa Isabel, Bogotá Descubra la comodidad y la independencia en este encantador apartaestudio, estratégicamente ubicado en el deseado sector de Santa Isabel. Este espacio funcional y acogedor ha sido diseñado para ofrecerle una experiencia de vida práctica,. Ideal para profesionales, estudiantes o cualquier persona que busque un hogar propio en una ubicación privilegiada."
N/A,650000.0,0.0,N/A,Bogotá,23,8,279.0,
N/A,1776000.0,124000.0,N/A,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En San Martin, Bogotá ESPECTACULAR APARTA ESTUDIO AMOBLADO, UBICADO EN ZONA CENTRO EXCLUSIVA DE BOGOTA, CERCA A CENTRO COMERCIAL, UNVERSIDADES Y EXCELENTES VIAS DE ACCESO, CUENTA CON UN AREA DE 30 MT2, UN BAÑO, COCINA INTEGRAL, ESTUFA ELECTRICA DE INDUCCION DOS PUESTOS, SALA Y CLOSETH, ! CONTACTANOS Y VIVE EN ESTE ACOGEDOR ESPACIO ¡"
N/A,1350000.0,201600.0,N/A,Bogotá,1,1,19.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá APARTAESTUDIO NUEVO EN ARRIENDO Las Nieves Bogotá Estrene en el corazón de la ciudad Si busca ubicación estratégica, modernidad y espacios funcionales, este apartaestudio es ideal para usted. Área 19 m Aprox. Estrato 3. ¡Totalmente nuevo! Características del inmueble 1 alcoba, 1 baño, Cocina integral, Parqueadero comunal, Zona de ropas, Closet, Excelente ventilación natural. Se permiten mascotas. Vigilancia 24 horas 7díaas a la semana. Zonas comunes tipo club -Terraza BBQ, Sala de coworking, Sala de internet, Salón de conferencias, Recepción. Ubicación estratégica Cerca a universidades y colegios Transporte público cercano, Restaurantes y sector comercial Parques y supermercados Cerca de centro comercial Perfecto para estudiantes o profesionales ***"
N/A,1690000.0,0.0,N/A,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Eduardo Santos, Bogotá Código 19715 Apartaestudio AMOBLADO para arriendo en Las Aguas. Ubicado cerca Estación DE TRANSMILENIO Las Aguas. Museo del Oro. Centro Histórico. Fácil acceso por KR 4 y Cl 19. Consta de 1 habitación con closet . baño privado y cortinas. pisos en madera laminada. Cocina integral abierta tipo americano con estufa eléctrica. lavadora. Calentador Eléctrico. Lavandería comunal. GARAJE COMUNAL 2 Ascensores. Salón Comunal. Terraza BBQ. Sala de Juntas. Gimnasio. salón de juegos. coworking. Vigilancia 24-7. Citófonos."
N/A,1650000.0,0.0,N/A,Bogotá,1,1,27.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá AMOBLADO. Apartaestudio remodelado ubicado en el centro de la ciudad sobre la séptima, con excelentes vías de acceso y un comercio importante, Próximo a Universidades, museos y el centro histórico de Bogotá , estaciones de Transmilenio cerca como las Aguas , Museo del Oro y Estación las nieves. El precio incluye administración y servicios tales como agua, luz, gas, internet. Agéndate pronto a esta excelente oportunidad ."
N/A,1600000.0,0.0,N/A,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Cruces, Bogotá spectacular apartamento tipo loft, para estrenar Moderno y funcional apartamento tipo loft, ideal para quienes buscan confort y estilo. Cuenta con un amplio espacio adaptable para habitación y sala, cocina abierta tipo americana con estufa eléctrica, baño moderno y amplio clóset. El edificio ofrece excelentes zonas comunes: gimnasio totalmente dotado, salón de juegos, y salón de co–working, perfectos para combinar tu estilo de vida activo y profesional. ¡Un lugar ideal para vivir o invertir, con todo lo que necesitas a tu alcance!"
N/A,2500000.0,0.0,N/A,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En San Martin, Bogotá Arriendo apartaestudio amoblado en la zona de San Martin con un área de 34mts en el encuentras sala comedor con salida a la terraza de 13mts, habitación con closet, cocina integral abierta y zona de lavandería. En el edificio encontraras lo mejor de una seguridad privada 24hrs, Lobby tipo hotel, caldera, gym, lavandería, terraza para mascotas, salón de juegos, salón de yoga, rcool working, terraza gourmet, zona verde. Disponible, el valor del canon incluye la administración, la caldera se paga adicional. Contáctanos para agendar tu cita! ***"
N/A,13460000.0,0.0,N/A,Bogotá,16,3,966.0,"Casa En Arriendo En Teusaquillo, Bogotá CASA PARA USO COMERCIAL 966 m² construidos 2 pisos con excelente distribución 5 parqueaderos Espacio amplio y funcional, ideal para empresas, instituciones, clínicas, sedes administrativas o marcas que necesitan proyección y comodidad en un solo lugar. Grandes áreas para adecuar según tu operación Distribución estratégica Ideal para equipos de gran tamaño Canon + IVA Contáctanos y agenda tu visita para conocer esta oportunidad única."
N/A,2200000.0,300000.0,N/A,Bogotá,1,1,54.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Apartaestudio tipo loft en arriendo en Centro Internacional con un metraje de 45 metros2 en centro internacional. El inmueble cuenta con cocina integral, dos baños, balcón, zona de ropas, pisos laminados y cortinas instaladas. Dispone además de garaje cubierto sencillo. El conjunto ofrece completas zonas comunes como Club House, piscina, gimnasio, zona de niños, ascensor y vigilancia . Ubicación estratégica con excelentes vías de acceso como la Carrera septima, Carrera cuarta y Avenida Calle 32, cercano a restaurantes, centros comerciales y con fácil acceso al sistema SITP. Ideal para quienes buscan confort, ubicación y modernidad. para mayor información comuníquese con el ejecutivo comercial mireya fernandez celular o whatsapp ***, o a su correo electrónico mireya.fernandezinmobiliariasaliadas.com ***"
N/A,2000000.0,0.0,N/A,Bogotá,1,1,19.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Arriendo aparta estudio con vista panoramica, iluminación natural todo el día, cama confortable, tv. escritorio, comedor, cocina con todo su menaje, nevera, horno, baño privado con división en vidrio templado, puerta de seguridad sistematizada. El conjunto se encuentra frente la estación de la calle 26, Corferias se encuentra a 3,6 Km,Biblioteca Luis Angel Arango a 4.1Km, Aereopuerto a 11 km,a 5 minutos de la plaza Bolivar y Monserrate,Cuenta con dos terrazas con vista 360 grados,sala de juntas, casilleros, zona de lavandería comunal, depósito, coworking,mesa de billar,sala de computadores, centro de conferencias, 2 ascensores."
N/A,2100000.0,505000.0,N/A,Bogotá,1,2,48.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Hermoso apartaestudio con perfil ejecutivo en conjunto cerrado, sol de la mañana y parte de la tarde, con un área total construida de 48m2 y privada 42m2. Estrato 4, con puerta de seguridad, un dormitorio más terraza para disfrutar en compañía, walk-in closet, espacio para trabajo en casa, baño principal y calentador de paso; vista panórámica hacia el cerro de Monserrate, cocina tipo americano, a gas con almacenamiento y espacio para nevecón, cuarto de ropas separada y tendedero, baño social, un garaje cubierto y sin depósito. El conjunto cuenta con vigilancia 24/7, recepción, sala de internet, con baño turco, Jacuzzi, sauna, canchas deportivas, planta eléctrica de suplencia, salón comunal, supermercados, comercio, zona residencial, cerca del transmilenio, universidades y centro internacional El arriendo incluye canon más administración¡"
N/A,1352000.0,148000.0,N/A,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En Ricaurte, Bogotá Espectacular apartaestudio para estrenar con excelentes acabados, cuenta con un área de 30 mt2, cocina integral tipo americano, sala comedor, baño, zona de ropas independiente y habitación independiente con closet, cerca a zona comercial, transporte público y parques, contactanos y vive en este moderno y acogedor apartaestudio."
N/A,1286100.0,113900.0,N/A,Bogotá,1,1,37.0,"Apartaestudio En Arriendo En Restrepo, Bogotá espectacular apto para estrenar, ubicado en zona centro de Bogotá cerca a universidades y muy buenas vías de acceso, cuenta con un área de 37 m2, baño, cocina integral, zona de ropas, 1 habitación, estudio y sala comedor, el edificio tiene excelentes zonas comunes, ¡ contáctanos ! y vive en esta acogedor aparta estudio."
N/A,1350000.0,0.0,N/A,Bogotá,1,1,50.0,"Apartaestudio En Arriendo En Eduardo Santos, Bogotá Presentamos en arriendo este hermoso aparta-estudio para estrenar, ubicado en Eduardo santos Conjunto Entre cielos. Cuenta con vías de ingreso principales como la Av. Caracas, Av. Calle sexta y Cra. 18. Con amplio acceso a transporte Publico y SITP, a 2 cuadras de la estación de Transmilenio Tercer Milenio. El conjunto cuenta con vigilancia 247, salones sociales, zona BBQ, terraza con vista panorámica en proceso de entrega. El apartamento brinda una gran iluminación natural con amplios ventanales y balcón con vista panorámica al occidente, completamente encortinado, cocina integral con muebles en madera, habitación con closet, zona de lavandería, un baño completo, parqueadero comunal. Para más información, no dudes en contactar a Ramiro Ospina al ***o al correo electrónico ramiro.ospina@inmobiliariabogota.com. En Inmobiliaria Bogotá, estamos comprometidos a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad. ***"
N/A,2200000.0,0.0,N/A,Bogotá,1,1,22.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Cod. 123023 BIENCO ARRIENDA APARTAESTUDIO MONOAMBIENTE EN EL CENTRO DE LA CIUDAD en 4 piso con ascensor, CONSTA DE: 1 habitaciones con closet en puertas de espejo amplio, 1 baño con agua caliente por caldera y división en vidrio, sala comedora, cocina integral con gavetas espaciosas y la estufa a gas , zona de ropas, cuenta con chapa inteligente. Adicional servicios incluidos en el valor del canon; ADMINISTRACION, INTERNET, LUZ, GAS, AGUA. Zonas comunes; Gimnasio, sauna, jacuzzi, coworking, sala de cine, seguridad 24*7 Vías de acceso: Av. caracas, cra. 10, av ciudad de lima, av el dorado. cuenta con excelente ubicación y zonas centrales de la ciudad incluyendo corredor universitario. Esta propiedad ofrece un espacio generoso y funcional para vivir, trabajar y relajarse marca la diferencia en el centro de la ciudad con espacios modernos. ¡No te pierdas la oportunidad de hacer de este apartaestudio tu hogar!"
N/A,1400000.0,0.0,N/A,Bogotá,1,1,26.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Encantador Apartaestudio ubicado en el barrio Veracruz con acceso por la Calle 18 y la Avenida Calle 19, este apartamento goza de conectividad gracias a la cercanía de paraderos del SITP como Las Nieves. En sus alrededores encontrarás el Parque San Diego, ideal para caminar y ejercitarte, así como el Centro Comercial San Martin la 21, donde podrás disfrutar de Zonas de comidas, Davivienda y Bancolombia, entre otros servicios. El edificio ofrece excelentes amenidades zona BBQ, Zona de lavanderia, Gimnasio, Salon de Juegos, vigilancia 24 horas y una cálida atención a los visitantes. El Apartaestudio se destaca por su amplia distribución y gran luminosidad gracias a sus ventanales. Consta de Un solo ambiente, Closet, Cocina, 1 Baño.Para más información comunícate al ***o escribe al correo julian.belloinmobiliariabogota.com. En Inmobiliaria Bogotá trabajamos para brindarte una experiencia de vida excepcional desde el momento en que haces parte de nuestra comunidad. ***"
N/A,1800000.0,0.0,N/A,Bogotá,1,1,31.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Moderno apartamento de una habitación ubicado en piso 18 cerca a la Universidad de los Andes y Jorge Tadeo. El apartamento cuenta, cocina abierta, zona de lavandería independiente. Habitación con baño. El edificio cuenta con distintas amenidades como gimnasio, terraza, coworking y salón comunal."
N/A,650000.0,0.0,N/A,Bogotá,23,8,253.0,
N/A,5500000.0,0.0,N/A,Bogotá,3,3,320.0,"Casa En Arriendo En Ciudad Jardin Sur, Bogotá Se arrienda espectacular casa en ciudad jardín sur casa de 320 m2 ideal para familias grandes oficinas o uso mixto características 3 pisos amplios y bien distribuidos, jardín privado, parqueadero, baños amplios, cocina funcional, zona de lavandería."
N/A,2578622.0,171378.0,N/A,Bogotá,1,1,40.0,"Apartaestudio En Arriendo En Las Aguas, Bogotá Espectacular aparta estudio amoblado con moderno e innovador inmobiliario, cuenta con un área de 40 mt2, una habitación, un baño, sala comedor, cocina integral y balcón, excelente iluminación natural, contáctanos y vive en este acogedor apto."
N/A,1380000.0,220000.0,N/A,Bogotá,1,1,22.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Apartaestudio amoblado en arriendo ubicado en Centro Internacional. Cuenta con 22 m² distribuidos en un solo ambiente tipo loft, excelente iluminación. Dispone de cama doble, televisor, amplio clóset, mesa de estudio, cortinas y baño con gabinetes, calentador eléctrico, división en vidrio, cocina integral con estufa eléctrica de 2 puestos, campana extractora, cafetera, plancha y mesa de planchado. pisos laminados y cerámicos. El edificio ofrece vigilancia, parqueadero para visitantes, gimnasio, sauna, jacuzzi, cancha mixta, bar, mini tejo y zona BBQ. Ubicado en una zona estratégica, rodeado de comercio y cerca de la zona universitaria, con excelentes vías de acceso como la Carrera 7, Carrera 9, Calle 24 y Calle 26. Ideal para persona sola o pareja que busque comodidad, seguridad y fácil acceso a todo. para más información comuníquese con la ejecutiva comercial Felipe García al celular yo whatsapp ***o al correo felipe.garciainmobiliariasaliadas.com ***"
N/A,1300000.0,100000.0,N/A,Bogotá,1,1,26.0,"Apartaestudio En Arriendo En Los Martires, Bogotá Se arrienda apartaestudio exterior, piso quinto Edificio meridiano 3026 , consta de alcoba con closet , baño y cocina, área para sofá o comedor. parqueaderos comunales . Excelente ubicación y buenas vías de acceso con cercanía al hospital Universitario Meredi- CAD- Calle 26 .El edificio cuenta con gimnasio, salón social, coworking, zona BBQ."
N/A,2400000.0,0.0,N/A,Bogotá,4,2,110.0,"Casa En Arriendo En Restrepo, Bogotá Casa en arriendo en el barrio Eduardo Santos Amplia casa de 110 m² distribuidos en tres niveles, ubicada en el tradicional barrio Eduardo Santos, con excelentes espacios para disfrutar en familia. El inmueble cuenta con cuatro habitaciones bien iluminadas, dos baños, una cómoda sala comedor que brinda un ambiente ideal para compartir, y una distribución funcional que permite aprovechar cada uno de sus espacios. La vivienda se encuentra en tercer piso y ofrece una distribución en tres niveles, lo que brinda mayor privacidad entre las áreas sociales y las habitaciones. Su ubicación permite fácil acceso a transporte público, vías principales, comercio cercano y diferentes servicios de la zona. Una excelente opción para quienes buscan comodidad, amplitud y buena ubicación en la ciudad."
N/A,650000.0,0.0,N/A,Bogotá,23,8,277.0,
N/A,2000000.0,200000.0,N/A,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá APARTAESTUDIO AMOBLADO TIPO LOFT EN ARRIENDO Ubicado en Las Nieves - Santa Fé 28 m2 con excelente distribución del espacio, iluminación y ventilación natural, alcoba con dos camas sencillas, closet, comedor de cuatro puestos, cocina integral con estufa electrica de dos puestos, nevera, baño completo, pisos en ceramica. El edificio cuenta con parque infantil, lavanderia comunal, zona de juegos, salon social, ascensor, citofonia, oficina de negocios, terraza, sala de internet, vigilancia privada, CCTV, recepcion. Su ubicación te permite gran desplazamiento por vías principales Cra 10, Cl 22, Cl 26, Av Ciudad de Lima, entre otras, un sector comercial y residencial, cercanía teatro municipal Jorge Eliécer Gaitán, Universidad Jorge Tadeo Lozano"
N/A,2200000.0,0.0,N/A,Bogotá,1,1,23.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá 123871_Se arrienda apartaestudio amoblado de un ambiente, en el Centro de Bogotá, Barrio las Nieves, a 2 cuadras de la universidad Tadeo Lozano. El inmueble cuenta con una habitacion con cama doble, closet en madera, calentador a gas, cocina integral con nevera, cafetera, licuadora, utensilios de cocina, lavadora, pisos en ceramica, baño con division en vidrio, cera de universidades, transporte publico, ideal para universitarios o para quienes laboren en el sector. Está a 2 cuadras de la Av. Calle 19, aprox. A 4 cuadras de la Estación de TM Aguas."
N/A,2600000.0,0.0,N/A,Bogotá,1,2,42.0,"Apartaestudio En Arriendo En La Macarena, Bogotá Arriendo apartaestudio de 42 m², cómodo y funcional, ideal para quienes buscan practicidad y una ubicación privilegiada. Cuenta con dos baños (uno con ducha y otro auxiliar), parqueadero privado y depósito, brindando mayor comodidad y espacio de almacenamiento. Ubicado en la Cra 4 # 26D-05, en el reconocido sector gastronómico de La Macarena, una zona vibrante, cultural y muy apetecida, con fácil acceso a transporte público, comercio y principales vías. ? La Macarena – sector de restaurantes ? Parqueadero privado ? Depósito ? Vive en una de las zonas más atractivas y tradicionales de la ciudad. ¡Contáctanos para más información y agenda tu visita!"
N/A,3200000.0,0.0,N/A,Bogotá,1,0,31.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Arriendo Apartaestudio amoblado, en exclusivo sector en el centro de la ciudad, ubicacion privilegiada en zona residencial y comercial del centro Ideal para estudiantes, profesionales o personas que buscan vivir en un lugar estrategico, tranquilo y bien conectado. Caracteristicas del inmueble: Apartaestudio comodo y funcional excelente iluminacion natural, espacios bien distribuidos, Ideal para una persona o pareja a pocos pasos del Museo Nacional, Plaza de Toros y Parque Nacional, cerca de centros comerciales como San Martin. proximo a universidades, hospitales y entidades gubernamentales Vias de acceso como, Carrera 7, avenida El Dorado, avenida Caracas, avenida Circunvalar Amplias rutas de transporte publico Contactanos para mas informacion o para agendar una visita. Excelente oportunidad de vivir en el corazon de la ciudad!"
N/A,2950000.0,0.0,N/A,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Este apartaestudio de 34 m², ubicado en Museo Parque Central Carrera 13A # 28-21, ofrece un espacio acogedor y funcional. Cuenta con una habitación con clóset, un baño con calentador y división en vidrio, y una cocina integral con barra que optimiza el espacio y aporta practicidad.La cerradura digital con llave y clave brinda mayor seguridad y comodidad en el acceso. Además, podrás disfrutar de una agradable vista exterior desde el balcón. El conjunto residencial ofrece excelentes zonas sociales: piscina, gimnasio dotado, cancha de squash, parques, salón social, coworking, zonas BBQ y un club house completamente equipado."
N/A,2500000.0,0.0,N/A,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En Chapinero, Bogotá •Piso 15 •Monoambiente 1 baño Cocina eléctrica 1 parqueadero con ascensor Precio arriendo: ***Edificio: vigilancia 24/7 Zonas comunes Sauna, piscina, restaurante terraza bbq, restaurante, zona de lavanderia, coworking, parqueadero de visitantes. Direccion: Cl. 33a # 13 - 85, Bogotá"
N/A,2150000.0,0.0,N/A,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá ? Apartaestudio moderno en el corazón de Bogotá ? Centro – Bogotá ? 28 m² | ?️ 1 habitación | ? 1 baño ? Canon mensual: $2.150.000 (administración e internet incluida) ✨ Espacio funcional y totalmente amoblado, con excelente iluminación natural. Ubicación estratégica, cerca de universidades, transporte y zonas culturales. ? Agenda tu visita vía WhatsApp: ***"
N/A,2400000.0,0.0,N/A,Bogotá,1,1,33.0,"Apartaestudio En Arriendo En Parque Central Bavaria, Bogotá Terranovo inmobiliaria ofrece en arriendo aparta estudio amoblado de 33m2, ubicado en la zona de Parque Central Bavaria."
N/A,2200000.0,0.0,N/A,Bogotá,1,1,24.0,"Apartaestudio En Arriendo En Teusaquillo, Bogotá APARTAESTUDIO PARA ESTRENAR EN EL SECTOR DE TEUSAQUILLO CON UN AREA DE 24 METROS CUADRADOS, ESPACIO LOF, CON BALCON PEQUEÑO, COCINA ABIERTA CON DOS HORNILLAS ELECTRICO, UN BAÑO, SIN PARQUEADERO. EL EDIFICIO CUENTA CON UNA ZONAS SOCIALES AGRADABLES COMO SON COWORKING, GYM, SALON SOCIAL, COFFE SHOP. SOBRE VIA PRINCIPAL, CERCA A LA NQS, AVENIDA CARACAS, CALLE 28 , TRANSPORTE CERCA COMO TRANSMILENIO Y SITP. SEGURIDAD LAS 24 HORAS. EDIFICIO CON INGRESO DIGITAL ***"
N/A,1376400.0,261600.0,N/A,Bogotá,1,1,21.0,"Apartaestudio En Arriendo En Zona Centro, Bogotá Lindo apartaestudio para estrenar, ubicado en piso 10, de vista exterior con excelente iluminación natural, de un solo ambiente, cuenta con closet, pisos en cerámica, un baño y cocina integral a gas. El edificio cuenta con salón comunal, gimnasio, terraza comunal, zona de lavandería comunal, zona co-working, vigilancia 24/7, ascensor y CCTV. Cerca a Avenida Calle 19, Carrera 3, Universidad Central, Universidad Tadeo, Estación Transmilenio Las Aguas, rutas del Sitp y zona residencial."
N/A,3000000.0,0.0,N/A,Bogotá,1,1,33.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Descubre esta increíble oportunidad: un espectacular {APARTAESTUDIO} ubicado en {CENTRO INTERNACIONAL}, ideal para quienes buscan confort y exclusividad. Con {30 m²} bien distribuidos, cuenta con {1} amplia habitación Y 1 ESTUDIO, SALA, COCINA {1} elegante baño. Su diseño, distribuido en {1} piso TOTALMENTE AMOBLADO, resalta por su altura y luminosidad. Construido hace {2018} años, pertenece al estrato {4} y ofrece un depósito práctico para almacenamiento. La administración, con un costo de ${500,000}, asegura servicios de calidad, y su precio de venta es de ${2,900,000 CON ADMINISTRACION INCLUIDA}. En el EDIFICIO podrás disfrutar de amenidades exclusivas como {salón social, BBQ, PARQUEADERO VISITANTES, GYM, SALA DE JUNTAS, COWORKING, LAVANDERIA, PISCINA. SAUNA, MIRADOR, COLIVING, CAFETERIA, etc.}, diseñadas para toda la familia. Además, {Notas especiales}. Conoce más de esta maravillosa propiedad en bien.com.co, código {Código del inmueble}, y agenda tu visita hoy mismo. ¡No dejes pasar esta oportunidad única! ***"
N/A,21000000.0,0.0,N/A,Bogotá,4,5,649.0,"Casa En Arriendo En Bosque Izquierdo, Bogotá Casa con una arquitectura que resalta la iluminación natural en cada rincón. Con 4 habitaciones, 5 baños y 3 parqueaderos, ofrece un amplio espacio para tu comodidad. Disfruta de la sala auxiliar, estudio y chimenea para momentos de relax. La cocina integral y zona de ropas te brindan funcionalidad, mientras que la vigilancia privada 24/7 garantiza tu seguridad. Además, cuenta con jardín, salas de reuniones comunales y zonas verdes para tu disfrute."
N/A,1600000.0,439300.0,N/A,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En San Martin, Bogotá En este momento te ofrecemos este espectacular apartamento tipo loft para estrenar, ubicado en el centro internacional, en el barrio San Martín, a una cuadra del centro comercial San Martin y la Carrera séptima, cerca a universidades y el centro de la ciudad. El proceso es rápido y fácil, totalmente online. Aplican Términos y Condiciones. En este edificio puedes vivir con el nuevo concepto de viviendas para jóvenes o personas solas, en donde el edificio cuenta con dos ascensores, circuito cerrado de tv, caldera central, salón social, zona BBQ, gimnasio, co working, salón de juegos, lavandería, terraza amoblada y con vista 360 grados, sky lounge y servicio de vigilancia 24 horas con recepción."
N/A,1900000.0,0.0,N/A,Bogotá,1,1,20.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Espectacular apartaestudio tipo loft en arriendo, completamente amoblado, ubicado en La Candelaria, uno de los sectores más tradicionales y culturales de la ciudad. Cuenta con una habitación, un baño y cocina con estufa a gas, con espacios modernos, funcionales y acogedores. El edificio ofrece gimnasio, coworking, salón de juegos, sala de yoga, bicicletero y lavandería comunal, además de parqueadero comunal. Ideal para quienes buscan comodidad, estilo y una ubicación privilegiada en el centro histórico. Contáctanos y agenda tu visita. LA ***"
N/A,3000000.0,0.0,N/A,Bogotá,1,1,33.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Excelente aparta estudio Amoblado ubicado en el centro de Bogotá cerca a zonas comerciales, gastronómicas, universitarias y residenciales con muy buena ubicación cerca a estación de Transmilenio. El edificio cuenta con terraza, gimnasio, zona de lavandería, zona de juegos, zona húmeda, co-working, sky bar. El apartamento cuenta con habitación privada, sala, comedor, baño, cocina integral eléctrica y zona de lavado con lavadero todo para estrenar."
N/A,1900000.0,0.0,N/A,Bogotá,1,1,42.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá Excelente ubicación, en el corazón historico y turistico de la ciudad capital de Colombia. Un aparta estudio moderno, vibrante y muy comodo. En un solo ambiente se mezclan todas las bodades de este inigualable inmueble. Acabados de primer nivel y un diseño que permite explorar la vida, con todas las comodidades que nos brinda la actualidad, sin dejar de lado toda la riqueza histórica y cultural de la localidad de la Candelaria. Inmueble amoblado. Edificio inteligente. Administración incluida."
